130076,1/14/13,1,,,,15,1,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,,1,3,3,0,,,1,,1,1
130019,1/4/13,1,,,,10,1,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,1,1,1,0,,,1,,0,0
130088,1/16/13,1,,,,10,,,,,,1,24,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1,3,3,0,,,1,,1,1
130087,1/16/13,1,,,,10,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,2,2,0,,,1,,0,0
130086,1/15/13,,,1,,10,,,,,1,,19,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,1,,,,,,,,,,,,1,2,1,1,,1,,,0,0
130085,1/15/13,,1,,,15,,,,,1,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,1,2,2,0,,,1,,0,0
130084,1/15/13,,1,,,10,,,,,1,,18,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,3,2,1,,1,,,1,0
130083,1/15/13,,1,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,,,,,,,,,,,1,,2,2,0,,,1,,0,0
130082,1/15/13,,1,,,10,,,,,1,,18,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,,2,2,0,,,1,,0,0
130081,1/15/13,1,,,,10,,,,,,1,23,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,,,,,,,,,,,,,,,1,1,2,2,0,,,1,,0,0
130080,1/15/13,1,,,,15,,,,1,,,17,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0
130079,1/14/13,,1,,,20,,,1,,,,17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,1,3,2,1,,1,,,1,1
130078,1/14/13,,1,,,10,,,,,1,,18,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,0,,,1,,0,0
130077,1/14/13,1,,,,10,,,,,,1,47,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,1,4,4,0,,,1,,1,1
130075,1/14/13,1,,,,15,1,,,,,,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,1,4,3,1,,1,,,1,1
130058,1/10/13,,1,,,20,1,,,,,,15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,,,,,,,,,,,1,1,2,2,0,,,1,,0,0
130074,1/13/13,,,,1,10,,,,,,1,22,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,3,,,,,,,,,,,,,,,,,1,1,3,2,1,,1,,,1,1
130073,1/13/13,,1,,,25,1,,,,,,15,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,1,3,2,1,,1,,,1,1
130071,1/14/13,1,,,,25,1,,,,,,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,0,0
130072,1/14/13,1,,,,10,,,,,,1,21,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,1,,1,5,5,0,,,1,,1,1
130070,1/14/13,1,,,,10,,,,1,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,,,,,,,,,,,,,1,,,,1,2,2,0,,,1,,0,0
130069,1/11/13,,1,,,15,,,,,,1,37,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,4,,,,,,,,,,,,,,,,1,,1,3,2,1,,1,,,1,1
130068,1/11/13,,1,,,10,,,,1,,,17,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,1,,,0,0
130067,1/11/13,,1,,,10,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,2,1,1,,1,,,0,0
130066,1/11/13,,1,,,10,1,,,,,,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,2,2,0,,,1,,0,0
130065,1/11/13,1,,,,15,,1,,,,,17,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,1,,,0,0
130064,1/11/13,1,,,,10,,,,,,1,47,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,3,2,1,,1,,,1,1
130063,1/11/13,1,,,,15,,,1,,,,17,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,1,,0,0
130062,1/10/13,,,1,,10,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,1,4,4,0,,,1,,1,1
130061,1/10/13,,,1,,20,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,,,,,,,,,,,,,3,2,1,,1,,,1,0
130060,1/10/13,1,,,,150,,1,,,,,17,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,1,,,1,5,4,1,,1,,,1,1
130059,1/9/13,,,,1,25,,,,,1,,18,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,1,,2,,,,,,,1,,,,,,,,,,,1,4,3,1,,1,,,1,1
130057,1/10/13,,1,,,10,,,1,,,,17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,0,0
130056,1/10/13,,1,,,10,,,,,1,,18,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,1,,0,0
130055,1/10/13,,1,,,10,,,,,,1,29,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,1,2,1,1,,1,,,0,0
130054,1/10/13,,1,,,10,,,,,,1,29,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,1,,2,1,1,,1,,,0,0
130053,1/10/13,1,,,,45,1,,,,,,16,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,1,1,4,4,0,,,1,,1,1
130052,1/10/13,1,,,,20,,,,,1,,18,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,3,,1,,,,,,,,,,,,,,,,1,2,1,1,,1,,,0,0
130048,1/10/13,1,,,,20,,,,,1,,18,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,,1,3,2,1,,1,,,1,1
130051,1/10/13,1,,,,10,,1,,,,,17,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,2,,,,,,,,,,,,,1,,,,,,1,1,0,,,1,,0,0
130050,1/8/13,,,,1,25,,,,1,,,17,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,1,2,1,1,,1,,,0,0
130049,1/10/13,1,,,,20,,,1,,,,17,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,1,2,1,1,,1,,,0,0
130047,1/10/13,1,,,,35,1,,,,,,14,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,,,,,,,,,,1,4,2,2,,1,,,1,1
130046,1/9/13,,,1,,30,1,,,,,,15,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,1,5,5,0,,,1,,1,1
130045,1/9/13,,1,,,10,,,,,1,,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,2,2,0,,,1,,0,0
130044,1/9/13,,1,,,10,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,1,,,,,,,1,,,,,,,,,,,1,4,3,1,,1,,,1,1
130043,1/9/13,,1,,,10,,1,,,,,17,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,0,0
130042,1/9/13,,1,,,10,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,3,1,,1,,,1,1
130041,1/9/13,,1,,,10,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,4,,,,,,,,,,,,,,1,,,,,2,2,0,,,1,,0,0
130040,1/9/13,1,,,,10,,,,,,1,26,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,,1,3,3,0,,,1,,1,1
130039,1/9/13,1,,,,10,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,1,,,,,,,1,1,0,,,1,,0,0
130038,1/9/13,1,,,,10,,,,,1,,20,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,2,2,0,,,1,,0,0
130037,1/9/13,1,,,,10,1,,,,,,13,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,2,,,,,,,,,,,,,,,,,1,,1,1,0,,,1,,0,0
130036,1/9/13,1,,,,15,,,,,,1,36,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,3,,,,,,,,,,,,,,1,,,,1,3,3,0,,,1,,1,1
130036,1/7/13,,,,1,25,1,,,,,,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,,,,,,1,,,,,,,,,,,1,4,2,2,,1,,,1,1
130035,1/8/13,,,1,,10,,,,,,1,22,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,,,,,,,,,,,1,1,4,3,1,,1,,,1,1
130034,1/8/13,,,1,,15,1,,,,,,16,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,1,,,,,2,2,0,,,1,,0,0
130031,1/8/13,,1,,,15,1,,,,,,16,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,,,1,3,3,0,,,1,,1,1
130033,1/8/13,,1,,,10,,1,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,2,2,0,,,1,,0,0
130032,1/8/13,,1,,,20,,,,,1,,18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,1,,,,,,,,,,,1,4,2,2,,1,,,1,1
130030,1/8/13,1,,,,10,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,,,,,,,,1,,,,,3,2,1,,1,,,1,0
