1,1/29/10,1,,17,,,,1,30,,,,1,,,,,,,1,1,1,,1,1,,1,,,,,,,1,,1,1,1,,,1,1,,,1,,,1,1,1,,,,,,,,,3,,0
2,1/29/10,1,,13,,,1,,240,,1,,,,,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,0
3,1/29/10,,1,29,,1,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,1,,1
4,1/29/10,1,,17,,1,,,10,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,0
5,1/29/10,,1,19,1,,,,10,,,,,,,,,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,1,,0
6,1/29/10,,1,,1,,,,10,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,0
7,1/28/10,,1,,,,1,,10,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,4,,0
8,1/28/10,,1,30,,,1,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,1
9,1/28/10,,1,23,,,1,,10,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,1,,,,,1
10,1/28/10,1,,14,,,1,,10,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,0
11,1/28/10,1,,14,,1,,,45,,,,,,,,,,1,,,,,,1,,,,1,1,,,1,,1,1,,,,,,,,,1,,,1,1,1,1,1,,,,1,,,3,,0
12,1/28/10,1,,14,,1,,,15,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0
13,1/28/10,,1,,,1,,,15,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,3,,0
14,1/28/10,1,,16,,1,,,15,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0
15,1/28/10,,1,18,,1,,,10,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,1/28/10,1,,,1,,,,10,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,0
17,1/28/10,,1,52,1,,,,15,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,1,,,2,,1
18,1/27/10,1,,17,,,1,,30,,1,,,1,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,1,,,,1,,0
19,1/27/10,,1,18,,1,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,0
20,1/27/10,1,,16,,1,,,15,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,1,,0
21,1/27/10,,1,20,1,,,,10,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,3,,0
22,1/27/10,,1,,1,,,,10,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,15,,0
23,1/27/10,,1,20,1,,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,0
24,1/25/10,,1,20,1,,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,0
25,1/20/10,,1,20,1,,,,15,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,6,,0
26,1/26/10,,1,,,,1,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,0
27,1/26/10,,1,52,,,1,,10,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1
28,1/26/10,1,,16,,1,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,0
29,1/26/10,,1,,1,,,,25,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,1,,,,1,,,,,0
30,1/25/10,1,,13,,,1,,30,,,,,,,,,,1,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,1,0
31,1/25/10,1,,13,,,1,,10,,,,,,,,,,1,1,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,0
32,1/25/10,1,,17,,1,,,15,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,3,,0
33,1/25/10,,1,,,1,,,10,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0
34,1/22/10,,1,,,1,,,10,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
35,1/19/10,,1,,,,,,10,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
36,1/15/10,,1,,1,,,,10,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0
37,1/14/10,,,,,1,,,10,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,2,,0
38,1/14/10,,1,,,1,,,25,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,1,,0
39,1/14/10,,1,,1,,,,55,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,4,,0
40,1/25/10,1,,14,,1,,,15,,,,,,1,,,,,,1,,,,1,,1,,,1,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,1,1,,,0
41,1/25/10,1,,14,,1,,,10,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,0
42,1/25/10,1,,17,,1,,,10,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,1,,0
43,1/25/10,,1,23,,1,,,10,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,3,,1
44,1/25/10,1,,15,,1,,,10,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0
45,1/25/10,1,,15,,1,,,15,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,0
46,1/25/10,,1,18,1,,,,10,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,,1,,,0
47,1/25/10,,1,18,1,,,,10,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,,,1,,0
48,1/7/10,,1,18,,1,,,10,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,0
49,1/5/10,,1,18,1,,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,1,,0
50,1/22/10,1,,14,,1,,,10,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,0
51,1/22/10,1,,16,,1,,,10,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0
52,1/22/10,,1,,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0
53,1/21/10,1,,16,,1,,,20,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,0
54,1/20/10,,,,,,1,,40,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,,,,,,,2,,0
55,1/20/10,,1,19,,,1,,15,,,,1,,,,,,,,,1,,1,,,1,,,,,,,,,,1,,,,1,,,,,,,1,1,1,1,1,,1,,,,,,,0
56,1/19/10,,1,21,,1,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,2,,1
57,1/20/10,,1,24,1,,,,105,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,1,,,,,,,,,,1
58,1/20/10,,1,18,1,,,,15,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,,,,,,1,1,,0
59,1/19/10,1,,15,,,1,,20,,,,,,,,,,1,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,,1,,0
60,1/19/10,,1,21,,1,,,10,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1
61,1/19/10,,1,18,,1,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,2,,0
62,1/19/10,,1,20,,1,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,0
63,1/19/10,,1,18,1,,,,10,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,1,,,,,1,,0
64,1/19/10,1,,17,1,,,,15,,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,,1,1,,,0
65,1/15/10,,1,19,,1,,,15,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,1,,,0
66,1/15/10,,1,18,,1,,,10,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0
67,1/15/10,,1,18,,1,,,10,,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,2,,0
68,1/15/10,,1,20,1,,,,10,,,,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,1,,0
69,1/15/10,1,,12,,1,,,10,,,,,,,,1,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,0
70,1/15/10,,1,19,1,,,,20,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,1,,,0
71,1/14/10,1,,17,,,,1,10,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,1,,0
72,1/14/10,1,,15,,,1,,10,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0
73,1/14/10,1,,15,,,1,,15,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,0
74,1/14/10,,1,19,,,1,,10,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,2,,0
75,1/14/10,1,,17,,1,,,15,,,,,,,,1,,,1,,,,,1,,1,,,1,,1,,,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,,,0
76,1/14/10,,1,20,,1,,,15,1,,,,,,,,,,,,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,3,,0
77,1/14/10,1,,,1,,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0
78,1/14/10,1,,16,1,,,,30,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,6,,0
79,1/14/10,1,,14,1,,,,30,,,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,2,,0
80,1/13/10,1,,13,,,1,,10,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,0
81,1/13/10,1,,13,,1,,,15,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,1,,,0
82,1/13/10,,1,18,,1,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,1,1,,0
83,1/13/10,,1,18,,1,,,10,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,,,0
84,1/13/10,1,,14,1,,,,10,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,0
85,1/12/10,1,,14,,,1,,15,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,,1,,0
86,1/13/10,1,,,1,,,,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,0
87,1/13/10,,1,18,1,,,,15,,,,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,4,,0
88,1/4/10,,1,18,1,,,,10,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,0
89,1/12/10,1,,17,,1,,,35,,,,,,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,0
90,1/12/10,1,,17,,1,,,10,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,0
91,1/12/10,1,,17,,1,,,10,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0
92,1/12/10,1,,17,,1,,,15,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,2,,0
93,1/12/10,,1,23,,1,,,15,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,,,,,,,,3,,1
94,1/12/10,,1,20,1,,,,20,1,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,1,,,,1,1,,0
95,1/12/10,1,,13,1,,,,20,,1,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,,1,,,,,,,0
96,1/11/10,1,,17,,1,,,10,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,0
97,1/11/10,,1,20,,1,,,10,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,2,,0
98,1/11/10,1,,14,,1,,,20,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,0
