131233,8/1/13,1,,,,90,1,,,,,,16,,,,,1,1,1,,,,,,,,,,,1,1,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,1,2,1,1,,1,,,0,0
131234,8/1/13,1,,,,10,,,,,,1,45,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,1,,0,0
131235,8/1/13,1,,,,10,,,1,,,,17,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,1,3,3,0,,,1,,1,1
131236,8/1/13,,1,,,10,,,,,,1,23,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,1,,1,2,2,0,,,1,,0,0
131237,8/1/13,,1,,,10,,,,,,1,25,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,1,,0,0
131238,8/1/13,,1,,,15,,,,,1,,18,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,2,2,0,,,1,,0,0
131239,8/1/13,,1,,,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,1,1,0,,,1,,0,0
131240,8/1/13,1,,,,10,1,,,,,,14,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,,1,,,1,,,,,,,,,,,,,,,,,1,3,3,0,,,1,,1,1
131241,8/1/13,,,1,,10,,,,,1,,19,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,2,,,,,,,,,,,,,,,1,,,,,,3,3,0,,,1,,1,0
131242,8/1/13,,,1,,10,1,,,,,,16,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,1,0,,,1,,0,0
131243,8/1/13,,1,,,10,,,,,,1,26,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,1,0,,,1,,0,0
131244,8/1/13,,,1,,40,1,,,,,,16,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,1,3,1,2,,1,,,0,1
131245,8/2/13,1,,,,10,,,,,,1,,,1,,,,1,1,,,,1,,,,,,,,,,1,,,1,,,,,1,1,,,1,,2,,,,,,,,,,,,,,,1,,,,,1,3,3,0,,,1,,1,1
131246,8/2/13,,1,,,10,,,,,,1,30,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,1,,,1,3,3,0,,,1,,1,1
131247,8/2/13,,1,,,10,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,,,1,,0,0
131248,8/2/13,,1,,,10,,,,,,1,60,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,,1,,,,,,,,,,,,,1,,,,,,1,1,0,,,1,,0,0
131249,8/4/13,1,,,,10,1,,,,,,15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,1,4,2,2,,1,,,0,1
131250,8/4/13,,1,,,10,,,1,,,,17,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,,1,4,3,1,,1,,,1,1
131251,8/5/13,1,,,,10,,,,,,1,55,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,2,,,,,,,,,,,,,,,,,1,,,1,3,2,1,,1,,,0,1
131252,8/5/13,1,,,,10,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,,,,,,,,,,,,,,,,,1,,,,2,2,0,,,1,,0,0
131253,8/5/13,1,,,,10,,,,,,1,52,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,1,1,,,,5,,,,,,,,,,,,,,,,1,,,,,1,1,0,,,1,,0,0
131254,8/5/13,,1,,,10,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,1,,2,,,,,,,,,,,,,,,,,1,,,1,3,3,0,,,1,,1,1
131256,8/5/13,,1,,,15,,,,,,1,28,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,1,1,,1,,,0,0
131257,8/5/13,,1,,,10,1,,,,,,16,,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,,,1,,0,0
131255,8/5/13,,1,,,25,1,,,,,,16,,,1,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,4,3,1,,1,,,1,0
131258,8/6/13,1,,,,10,,,,,,1,28,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,,,,,,,,,,,,1,,,,,,1,3,3,0,,,1,,1,1
131259,8/6/13,1,,,,10,,,,,1,,20,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,2,1,1,,1,,,0,0
131260,8/6/13,1,,,,10,,,,,,1,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,2,,,,,,,,,,,,,,,,1,,,,1,4,3,1,,1,,,1,1
131261,8/6/13,,1,,,10,,,,,,1,49,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,2,,,,,1,,,,,,,,,,,,1,,,1,4,2,2,,1,,,0,1
131262,8/6/13,,1,,,20,,,,,1,,20,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,2,2,0,,,1,,0,0
131263,8/6/13,,1,,,20,1,,,,,,16,1,1,,,,,,,,1,,1,,,1,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,0,,,1,,0,0
131264,8/6/13,,1,,,10,,,,,,1,30,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,0,,,1,,0,0
131265,8/6/13,,1,,,10,,,,,1,,18,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,1,,,0,0
131266,8/6/13,,1,,,15,1,,,,,,13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,4,1,3,,1,,,0,0
131267,8/6/13,,1,,,30,1,,,,,,13,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,1,,,,,,,,,,,,1,,,,,,1,4,2,2,,1,,,0,1
131268,8/6/13,,,1,,45,1,,,,,,16,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,5,2,3,,1,,,0,0
131269,8/6/13,,,1,,20,,,,,1,,20,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,1,2,1,1,,1,,,0,0
131270,8/6/13,,,1,,15,1,,,,,,15,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,3,3,0,,,1,,1,1
131271,8/7/13,1,,,,10,,,,,,1,44,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,2,2,0,,,1,,0,0
131272,8/7/13,1,,,,10,,,,,,1,32,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,1,2,2,0,,,1,,0,0
131273,8/7/13,1,,,,10,,,,,,1,37,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,3,3,0,,,1,,1,0
131274,8/6/13,,,,1,10,,,,,1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,1,1,0,,,1,,0,0
131275,8/5/13,,,1,,10,,,,,1,,20,1,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,1,1,1,,,,2,,,,,,,,,,,,,,,,,,,1,,2,1,1,,1,,,0,0
131276,8/7/13,1,,,,10,,,,,1,,20,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,1,,,,1,,,,,,,,,,,,,,,,1,2,2,0,,,1,,0,0
131277,8/7/13,1,,,,10,1,,,,,,16,1,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,1,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,3,3,0,,,1,,1,1
131278,8/7/13,,1,,,10,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,2,1,1,,1,,,0,0
131279,8/7/13,,,1,,10,,,,,1,,19,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,2,2,0,,,1,,0,0
131281,8/8/13,1,,,,15,,,,,1,,19,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,3,2,1,,1,,,0,0
131282,8/7/13,1,,,,20,1,,,,,,11,1,,,1,,1,1,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,2,,,,,,,,,,,1,,,,,,,,,1,4,4,0,,,1,,1,1
131283,8/8/13,1,,,,15,1,,,,,,15,,,,,1,,,1,,,,,,,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,3,3,0,,,1,,1,0
131284,8/8/13,1,,,,10,,,,,,1,59,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,3,2,1,,1,,,0,0
131285,8/8/13,,1,,,10,,,,,1,,18,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,1,2,1,1,,1,,,0,0
131286,8/8/13,,1,,,10,,,1,,,,17,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,1,,,1,1,0,,,1,,0,0
131280,8/7/13,,,1,,10,,,1,,,,17,,,,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,1,,3,3,0,,,1,,1,0
131287,8/8/13,,1,,,10,1,,,,,,15,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,1,1,,1,,,0,0
131289,8/8/13,,1,,,40,,,,,1,,20,,,,,1,1,1,,1,1,,1,,,,,1,1,1,,,,,,1,,,,1,1,1,1,1,1,4,,,,,,1,,,,,,,,,,,,,,1,4,2,2,,1,,,0,1
131288,8/8/13,,1,,,40,,,,,1,,20,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,4,2,2,,1,,,0,1
131290,8/8/13,,1,,,10,,,,,1,,18,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,4,,,,1,,,,,,,,,,,,,,,,1,4,3,1,,1,,,1,1
131291,8/8/13,,1,,,10,,,,,,1,21,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,1,,1,1,0,,,1,,0,0
