1,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,weekday,day
2010-01-29,1,1.0,,17.0,,,,1.0,30,,,,1.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,3.0,,0,4,29
2010-01-29,2,1.0,,13.0,,,1.0,,240,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,0,4,29
2010-01-29,3,,1.0,29.0,,1.0,,,10,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,1,4,29
2010-01-29,4,1.0,,17.0,,1.0,,,10,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,0,4,29
2010-01-29,5,,1.0,19.0,1.0,,,,10,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,1.0,,0,4,29
2010-01-29,6,,1.0,,1.0,,,,10,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0,4,29
2010-01-28,7,,1.0,,,,1.0,,10,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,4.0,,0,3,28
2010-01-28,8,,1.0,30.0,,,1.0,,10,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,1,3,28
2010-01-28,9,,1.0,23.0,,,1.0,,10,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1,3,28
2010-01-28,10,1.0,,14.0,,,1.0,,10,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0,3,28
2010-01-28,11,1.0,,14.0,,1.0,,,45,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,3.0,,0,3,28
2010-01-28,12,1.0,,14.0,,1.0,,,15,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0,3,28
2010-01-28,13,,1.0,,,1.0,,,15,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,3.0,,0,3,28
2010-01-28,14,1.0,,16.0,,1.0,,,15,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0,3,28
2010-01-28,15,,1.0,18.0,,1.0,,,10,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,28
2010-01-28,16,1.0,,,1.0,,,,10,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0,3,28
2010-01-28,17,,1.0,52.0,1.0,,,,15,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,2.0,,1,3,28
2010-01-27,18,1.0,,17.0,,,1.0,,30,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,0,2,27
2010-01-27,19,,1.0,18.0,,1.0,,,10,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,0,2,27
2010-01-27,20,1.0,,16.0,,1.0,,,15,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,0,2,27
2010-01-27,21,,1.0,20.0,1.0,,,,10,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,3.0,,0,2,27
2010-01-27,22,,1.0,,1.0,,,,10,,1.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,15.0,,0,2,27
2010-01-27,23,,1.0,20.0,1.0,,,,10,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,0,2,27
2010-01-25,24,,1.0,20.0,1.0,,,,10,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,0,0,25
2010-01-20,25,,1.0,20.0,1.0,,,,15,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,6.0,,0,2,20
2010-01-26,26,,1.0,,,,1.0,,10,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,0,1,26
2010-01-26,27,,1.0,52.0,,,1.0,,10,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1,1,26
2010-01-26,28,1.0,,16.0,,1.0,,,10,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,0,1,26
2010-01-26,29,,1.0,,1.0,,,,25,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,0,1,26
2010-01-25,30,1.0,,13.0,,,1.0,,30,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,0,0,25
2010-01-25,31,1.0,,13.0,,,1.0,,10,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,0,0,25
2010-01-25,32,1.0,,17.0,,1.0,,,15,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,,0,0,25
2010-01-25,33,,1.0,,,1.0,,,10,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0,0,25
2010-01-22,34,,1.0,,,1.0,,,10,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,4,22
2010-01-19,35,,1.0,,,,,,10,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,1,19
2010-01-15,36,,1.0,,1.0,,,,10,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,0,4,15
2010-01-14,37,,,,,1.0,,,10,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,2.0,,0,3,14
2010-01-14,38,,1.0,,,1.0,,,25,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,0,3,14
2010-01-14,39,,1.0,,1.0,,,,55,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,4.0,,0,3,14
2010-01-25,40,1.0,,14.0,,1.0,,,15,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,0,0,25
2010-01-25,41,1.0,,14.0,,1.0,,,10,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,0,0,25
2010-01-25,42,1.0,,17.0,,1.0,,,10,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,0,0,25
2010-01-25,43,,1.0,23.0,,1.0,,,10,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,3.0,,1,0,25
2010-01-25,44,1.0,,15.0,,1.0,,,10,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,0,0,25
2010-01-25,45,1.0,,15.0,,1.0,,,15,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,0,0,25
2010-01-25,46,,1.0,18.0,1.0,,,,10,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,0,0,25
2010-01-25,47,,1.0,18.0,1.0,,,,10,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,0,0,25
2010-01-07,48,,1.0,18.0,,1.0,,,10,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0,3,7
2010-01-05,49,,1.0,18.0,1.0,,,,10,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,0,1,5
2010-01-22,50,1.0,,14.0,,1.0,,,10,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,0,4,22
2010-01-22,51,1.0,,16.0,,1.0,,,10,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0,4,22
2010-01-22,52,,1.0,,1.0,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0,4,22
2010-01-21,53,1.0,,16.0,,1.0,,,20,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,0,3,21
2010-01-20,54,,,,,,1.0,,40,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,2.0,,0,2,20
2010-01-20,55,,1.0,19.0,,,1.0,,15,,,,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,0,2,20
